,Timestamp,Ground_truth,Predicted_value
983,23.305,Stand,Stand
984,23.327,Stand,Stand
985,23.349,Stand,Stand
986,23.372,Stand,Stand
987,23.393,Stand,Stand
988,23.416,Stand,Stand
989,23.438,Stand,Stand
990,23.46,Stand,Stand
991,23.482,Stand,Stand
992,23.504,Stand,Stand
993,23.526,Stand,Stand
994,23.548,Stand,Stand
995,23.571,Stand,Stand
996,23.593,Stand,Stand
997,23.615,Stand,Stand
998,23.637,Stand,Stand
999,23.658,Stand,Stand
1000,23.68,Stand,Stand
1001,23.703,Stand,Stand
1002,23.725,Stand,Stand
1003,23.747,Stand,Stand
1004,23.769,Stand,Stand
1005,23.791,Stand,Stand
1006,23.813,Stand,Stand
1007,23.835,Stand,Stand
1008,23.857,Stand,Stand
1009,23.879,Stand,Stand
1010,23.901,Stand,Stand
1011,23.923,Stand,Stand
1012,23.945,Stand,Stand
1013,23.968,Stand,Stand
1014,23.989,Stand,Stand
1015,24.012,Stand,Stand
1016,24.034,Stand,Stand
1017,24.056,Stand,Stand
1018,24.078,Stand,Stand
1019,24.1,Stand,Stand
1020,24.127,Stand,Stand
1021,24.144,Stand,Stand
1022,24.167,Stand,Stand
1023,24.189,Stand,Stand
1024,24.213,Stand,Stand
1025,24.234,Stand,Stand
1026,24.257,Stand,Stand
1027,24.278,Stand,Stand
1028,24.299,Stand,Stand
1029,24.322,Stand,Stand
1030,24.344,Stand,Stand
1031,24.365,Stand,Stand
1032,24.39,Stand,Stand
1033,24.414,Stand,Stand
1034,24.436,Stand,Stand
1035,24.459,Stand,Stand
1036,24.48,Stand,Stand
1037,24.504,Stand,Stand
1038,24.523,Stand,Stand
1039,24.546,Stand,Stand
1040,24.569,Stand,Stand
1041,24.591,Stand,Stand
1042,24.613,Stand,Stand
1043,24.636,Stand,Stand
1044,24.657,Stand,Stand
1045,24.68,Stand,Stand
1046,24.701,Stand,Stand
1047,24.724,Stand,Stand
1048,24.746,Stand,Stand
1049,24.767,Stand,Stand
1050,24.791,Stand,Stand
1051,24.812,Stand,Stand
1052,24.838,Stand,Stand
1053,24.857,Stand,Stand
1054,24.88,Stand,Stand
1055,24.901,Stand,Stand
1056,24.923,Stand,Stand
1057,24.944,Stand,Stand
1058,24.967,Stand,Stand
1059,24.99,Stand,Stand
1060,25.011,Stand,Stand
1061,25.033,Stand,Stand
1062,25.055,Stand,Stand
1063,25.077,Stand,Stand
1064,25.1,Stand,Stand
1065,25.124,Stand,Stand
1066,25.143,Stand,Stand
1067,25.166,Stand,Stand
1068,25.187,Stand,Stand
1069,25.209,Stand,Stand
1070,25.231,Stand,Stand
1071,25.254,Stand,Stand
1072,25.276,Stand,Stand
1073,25.298,Stand,Stand
1074,25.321,Stand,Stand
1075,25.343,Stand,Stand
1076,25.365,Stand,Stand
1077,25.388,Stand,Stand
1078,25.41,Stand,Stand
1079,25.431,Stand,Stand
1080,25.453,Stand,Stand
1081,25.475,Stand,Stand
1082,25.498,Stand,Stand
1083,25.52,Stand,Stand
1084,25.541,Stand,Stand
1085,25.814,Stand,Stand
1086,25.838,Stand,Stand
1087,25.86,Stand,Stand
1088,25.882,Stand,Stand
1089,25.904,Stand,Stand
1090,25.927,Stand,Stand
1091,25.949,Stand,Stand
1092,25.971,Stand,Stand
1093,25.991,Stand,Stand
1094,26.013,Stand,Stand
1095,26.036,Stand,Stand
1096,26.058,Stand,Stand
1097,26.08,Stand,Stand
1098,26.103,Stand,Stand
1099,26.124,Stand,Stand
1100,26.147,Stand,Stand
1101,26.169,Stand,Stand
1102,26.191,Stand,Stand
1103,26.213,Stand,Stand
1104,26.236,Stand,Stand
1105,26.256,Stand,Stand
1106,26.279,Stand,Stand
1107,26.301,Stand,Stand
1108,26.327,Stand,Stand
1109,26.352,Stand,Stand
1110,26.371,Stand,Stand
1111,26.4,Stand,Stand
1112,26.422,Stand,Stand
1113,26.442,Stand,Stand
1114,26.465,Stand,Stand
1115,26.488,Stand,Stand
1116,26.508,Stand,Stand
1117,26.53,Stand,Stand
1118,26.552,Stand,Stand
1119,26.578,Stand,Stand
1120,26.597,Stand,Stand
1121,26.619,Stand,Stand
1122,26.641,Stand,Stand
1123,26.663,Stand,Stand
1124,26.685,Stand,Stand
1125,26.711,Stand,Stand
1126,26.737,Stand,Stand
1127,26.757,Stand,Stand
1128,26.79,Stand,Stand
1129,26.813,Stand,Stand
1130,26.838,Stand,Stand
1131,26.859,Stand,Stand
1132,26.884,Stand,Stand
1133,26.919,Stand,Stand
1134,26.941,Stand,Stand
1135,26.964,Stand,Stand
1136,26.985,Stand,Stand
1137,27.008,Stand,Stand
1138,27.029,Stand,Stand
1139,27.052,Stand,Stand
1140,27.074,Stand,Stand
1141,27.097,Stand,Stand
1142,27.118,Stand,Stand
1143,27.144,Stand,Stand
1144,27.164,Stand,Stand
1145,27.187,Stand,Stand
1146,27.208,Stand,Stand
1147,27.232,Stand,Stand
1148,27.251,Stand,Stand
1149,27.272,Stand,Stand
1150,27.295,Stand,Stand
1151,27.317,Stand,Stand
1152,27.339,Stand,Stand
1153,27.361,Stand,Stand
1154,27.383,Stand,Stand
1155,27.405,Stand,Stand
1156,27.428,Stand,Stand
1157,27.45,Stand,Stand
1158,27.472,Stand,Stand
1159,27.502,Stand,Stand
1160,27.527,Stand,Stand
1161,27.547,Stand,Stand
1162,27.571,Stand,Stand
1163,27.591,Stand,Stand
1164,27.615,Stand,Stand
1165,27.638,Stand,Stand
1166,27.665,Stand,Stand
1167,27.7,Stand,Stand
1168,27.721,Stand,Stand
1169,27.744,Stand,Stand
1170,27.764,Stand,Stand
1171,27.788,Stand,Stand
1172,27.807,Stand,Stand
1173,27.845,Stand,Stand
1174,27.873,Stand,Stand
1175,27.893,Stand,Stand
1176,27.916,Stand,Stand
1177,27.943,Stand,Stand
1178,27.962,Stand,Stand
1179,27.984,Stand,Stand
1180,28.006,Stand,Stand
1181,28.028,Stand,Stand
1182,28.051,Stand,Stand
1183,28.073,Stand,Stand
1184,28.096,Stand,Stand
1185,28.118,Stand,Stand
1186,28.14,Stand,Stand
1187,28.161,Stand,Stand
1188,28.185,Stand,Stand
1189,28.205,Stand,Stand
1190,28.23,Stand,Stand
1191,28.249,Stand,Stand
1192,28.274,Stand,Stand
1193,28.295,Stand,Stand
1194,28.316,Stand,Stand
1195,28.342,Stand,Stand
1196,28.365,Stand,Stand
1197,28.386,Stand,Stand
1198,28.416,Stand,Stand
1199,28.435,Stand,Stand
1200,28.459,Stand,Stand
1201,28.482,Stand,Stand
1202,28.502,Stand,Stand
1203,28.524,Stand,Stand
1204,28.546,Stand,Stand
1205,28.571,Stand,Stand
1206,28.593,Stand,Stand
1207,28.612,Stand,Stand
1208,28.636,Stand,Stand
1209,28.658,Stand,Stand
1210,28.679,Stand,Stand
1211,28.703,Stand,Stand
1212,28.723,Stand,Stand
1213,28.749,Stand,Stand
1214,28.773,Stand,Stand
1215,28.796,Stand,Stand
1216,28.815,Stand,Stand
1217,28.837,Stand,Stand
1218,28.862,Stand,Stand
1219,28.882,Stand,Stand
1220,28.906,Stand,Stand
1221,28.926,Stand,Stand
1222,28.95,Stand,Stand
1223,28.969,Stand,Stand
1224,28.993,Stand,Stand
1225,29.014,Stand,Stand
1226,29.036,Stand,Stand
1227,29.058,Stand,Stand
1228,29.08,Stand,Stand
1229,29.102,Stand,Stand
1230,29.128,Stand,Stand
1231,29.149,Stand,Stand
1232,29.169,Stand,Stand
1233,29.193,Stand,Stand
1234,29.213,Stand,Stand
1235,29.235,Stand,Stand
1236,29.26,Stand,Stand
1237,29.28,Stand,Stand
1238,29.302,Stand,Stand
1239,29.326,Stand,Stand
1240,29.349,Stand,Stand
1241,29.369,Stand,Stand
1242,29.393,Stand,Stand
1243,29.413,Stand,Stand
1244,29.436,Stand,Stand
1245,29.457,Stand,Stand
1246,29.48,Stand,Stand
1247,29.506,Stand,Stand
1248,29.529,Stand,Stand
1249,29.551,Stand,Stand
1250,29.574,Stand,Stand
1251,29.595,Stand,Stand
1252,29.616,Start to walk,Stand
1253,29.638,Start to walk,Stand
1254,29.662,Start to walk,Stand
1255,29.682,Start to walk,Stand
1256,29.705,Start to walk,Stand
1257,29.726,Start to walk,Stand
1258,29.748,Start to walk,Stand
1259,29.773,Start to walk,Stand
1260,29.8,Start to walk,Stand
1261,29.827,Start to walk,Stand
1262,29.845,Start to walk,Stand
1263,29.87,Start to walk,Stand
1264,29.889,Start to walk,Stand
1265,29.915,Start to walk,Stand
1266,29.934,Start to walk,Stand
1267,29.96,Start to walk,Stand
1268,29.988,Start to walk,Stand
1269,30.009,Start to walk,Stand
1270,30.03,Start to walk,Stand
1271,30.052,Walk,Stand
1272,30.074,Walk,Stand
1273,30.097,Walk,Stand
1274,30.118,Walk,Stand
1275,30.141,Walk,Stand
1276,30.165,Walk,Stand
1277,30.185,Walk,Stand
1278,30.208,Walk,Stand
1279,30.229,Walk,Stand
1280,30.251,Walk,Stand
1281,30.273,Walk,Stand
1282,30.296,Walk,Stand
1283,30.319,Walk,Stand
1284,30.34,Walk,Stand
1285,30.361,Walk,Stand
1286,30.384,Walk,Stand
1287,30.406,Walk,Stand
1288,30.431,Walk,Stand
1289,30.452,Walk,Stand
1290,30.474,Walk,Stand
1291,30.496,Walk,Stand
1292,30.516,Walk,Stand
1293,30.538,Walk,Stand
1294,30.563,Walk,Stand
1295,30.584,Walk,Stand
1296,30.608,Walk,Stand
1297,30.627,Walk,Stand
1298,30.649,Walk,Stand
1299,30.671,Walk,Stand
1300,30.693,Walk,Stand
1301,30.717,Walk,Stand
1302,30.738,Walk,Stand
1303,30.759,Walk,Stand
1304,30.781,Walk,Stand
1305,30.804,Walk,Stand
1306,30.826,Walk,Stand
1307,30.848,Walk,Stand
1308,30.87,Walk,Stand
1309,30.892,Walk,Stand
1310,30.914,Walk,Stand
1311,30.936,Walk,Stand
1312,30.958,Walk,Stand
1313,30.98,Walk,Stand
1314,31.003,Walk,Stand
1315,31.024,Walk,Stand
1316,31.046,Walk,Stand
1317,31.069,Walk,Stand
1318,31.091,Walk,Stand
1319,31.113,Walk,Stand
1320,31.135,Walk,Stand
1321,31.159,Walk,Stand
1322,31.18,Walk,Stand
1323,31.205,Walk,Stand
1324,31.223,Walk,Stand
1325,31.248,Walk,Stand
1326,31.268,Walk,Stand
1327,31.292,Walk,Stand
1328,31.313,Walk,Stand
1329,31.335,Walk,Stand
1330,31.356,Walk,Stand
1331,31.379,Walk,Stand
1332,31.402,Walk,Stand
1333,31.423,Walk,Stand
1334,31.447,Walk,Stand
1335,31.466,Walk,Stand
1336,31.49,Walk,Stand
1337,31.511,Walk,Stand
1338,31.535,Walk,Stand
1339,31.554,Walk,Stand
1340,31.579,Walk,Stand
1341,31.599,Walk,Stand
1342,31.623,Walk,Stand
1343,31.644,Walk,Stand
1344,31.666,Walk,Stand
1345,31.688,Walk,Stand
1346,31.71,Walk,Stand
1347,31.732,Walk,Stand
1348,31.754,Walk,Stand
1349,31.777,Walk,Stand
1350,31.799,Walk,Stand
1351,31.821,Walk,Stand
1352,31.847,Walk,Stand
1353,31.875,Walk,Stand
1354,31.896,Walk,Stand
1355,31.919,Walk,Stand
1356,31.941,Walk,Stand
1357,31.963,Walk,Stand
1358,31.983,Walk,Stand
1359,32.006,Walk,Stand
1360,32.028,Walk,Stand
1361,32.05,Walk,Stand
1362,32.072,Walk,Stand
1363,32.094,Start to Run,Stand
1364,32.118,Start to Run,Stand
1365,32.138,Start to Run,Stand
1366,32.16,Start to Run,Stand
1367,32.185,Start to Run,Stand
1368,32.212,Start to Run,Stand
1369,32.232,Start to Run,Stand
1370,32.256,Start to Run,Stand
1371,32.277,Start to Run,Stand
1372,32.3,Start to Run,Stand
1373,32.321,Start to Run,Stand
1374,32.345,Start to Run,Stand
1375,32.364,Start to Run,Stand
1376,32.387,Start to Run,Stand
1377,32.411,Start to Run,Stand
1378,32.432,Start to Run,Stand
1379,32.455,Start to Run,Stand
1380,32.475,Start to Run,Stand
1381,32.499,Run,Stand
1382,32.519,Run,Stand
1383,32.541,Run,Stand
1384,32.563,Run,Stand
1385,32.585,Run,Stand
1386,32.609,Run,Stand
1387,32.631,Run,Stand
1388,32.653,Run,Stand
1389,32.675,Run,Stand
1390,32.696,Run,Stand
1391,32.718,Run,Stand
1392,32.74,Run,Stand
1393,32.762,Run,Stand
1394,32.784,Run,Stand
1395,32.806,Run,Stand
1396,32.828,Run,Stand
1397,32.85,Run,Stand
1398,32.874,Run,Stand
1399,32.895,Run,Stand
1400,32.917,Run,Stand
1401,32.939,Run,Stand
1402,32.963,Run,Stand
1403,32.983,Run,Stand
1404,33.005,Run,Stand
1405,33.026,Run,Stand
1406,33.049,Run,Stand
1407,33.072,Run,Stand
1408,33.095,Run,Stand
1409,33.116,Run,Stand
1410,33.138,Run,Stand
1411,33.162,Run,Stand
1412,33.182,Run,Stand
1413,33.204,Run,Stand
1414,33.226,Run,Stand
1415,33.248,Run,Stand
1416,33.271,Run,Stand
1417,33.297,Run,Stand
1418,33.32,Run,Stand
1419,33.342,Run,Stand
1420,33.364,Run,Stand
1421,33.386,Run,Stand
1422,33.409,Run,Stand
1423,33.435,Run,Stand
1424,33.453,Run,Stand
1425,33.475,Run,Stand
1426,33.498,Run,Stand
1427,33.52,Run,Stand
1428,33.54,Run,Stand
1429,33.562,Run,Stand
1430,33.585,Run,Stand
1431,33.606,Run,Stand
1432,33.63,Run,Stand
1433,33.651,Run,Stand
1434,33.673,Run,Stand
1435,33.695,Run,Stand
1436,33.718,Run,Stand
1437,33.742,Run,Stand
1438,33.764,Run,Stand
1439,33.785,Run,Stand
1440,33.807,Run,Stand
1441,33.832,Run,Stand
1442,33.85,Run,Stand
1443,33.871,Run,Stand
1444,33.894,Run,Stand
1445,33.916,Run,Stand
1446,33.938,Run,Stand
1447,33.96,Run,Stand
1448,33.982,Run,Stand
1449,34.004,Run,Stand
1450,34.026,Run,Stand
1451,34.049,Run,Stand
1452,34.071,Run,Stand
1453,34.093,Run,Stand
1454,34.115,Run,Stand
1455,34.137,Run,Stand
1456,34.159,Run,Stand
1457,34.181,Run,Stand
1458,34.203,Run,Stand
1459,34.225,Run,Stand
1460,34.247,Run,Stand
1461,34.273,Run,Stand
1462,34.291,Run,Stand
1463,34.313,Run,Stand
1464,34.336,Run,Stand
1465,34.358,Run,Stand
1466,34.38,Run,Stand
1467,34.402,Start to walk,Stand
1468,34.425,Start to walk,Stand
1469,34.445,Start to walk,Stand
1470,34.468,Start to walk,Stand
1471,34.491,Start to walk,Stand
1472,34.513,Start to walk,Stand
1473,34.535,Start to walk,Stand
1474,34.557,Start to walk,Stand
1475,34.579,Start to walk,Stand
1476,34.601,Start to walk,Stand
1477,34.624,Start to walk,Stand
1478,34.648,Start to walk,Stand
1479,34.667,Start to walk,Stand
1480,34.689,Start to walk,Stand
1481,34.712,Start to walk,Stand
1482,34.733,Start to walk,Stand
1483,34.756,Start to walk,Stand
1484,34.778,Start to walk,Stand
1485,34.8,Start to walk,Stand
1486,34.822,Start to walk,Stand
1487,34.847,Start to walk,Stand
1488,34.866,Walk,Stand
1489,34.891,Walk,Stand
1490,34.911,Walk,Stand
1491,34.933,Walk,Stand
1492,34.954,Walk,Stand
1493,34.98,Walk,Stand
1494,34.999,Walk,Stand
1495,35.021,Walk,Stand
1496,35.045,Walk,Stand
1497,35.065,Walk,Stand
1498,35.087,Walk,Stand
1499,35.109,Walk,Stand
1500,35.131,Walk,Stand
1501,35.153,Walk,Stand
1502,35.178,Walk,Stand
1503,35.197,Walk,Stand
1504,35.223,Walk,Stand
1505,35.243,Walk,Stand
1506,35.265,Walk,Stand
1507,35.286,Walk,Stand
1508,35.309,Walk,Stand
1509,35.33,Walk,Stand
1510,35.353,Walk,Stand
1511,35.374,Walk,Stand
1512,35.396,Walk,Stand
1513,35.42,Walk,Stand
1514,35.44,Walk,Stand
1515,35.463,Walk,Stand
1516,35.485,Walk,Stand
1517,35.509,Walk,Stand
1518,35.529,Walk,Stand
1519,35.551,Walk,Stand
1520,35.576,Walk,Stand
1521,35.595,Walk,Stand
1522,35.618,Walk,Stand
1523,35.64,Walk,Stand
1524,35.661,Walk,Stand
1525,35.685,Walk,Stand
1526,35.707,Walk,Stand
1527,35.732,Walk,Stand
1528,35.75,Walk,Stand
1529,35.775,Walk,Stand
1530,35.796,Walk,Stand
1531,35.816,Walk,Stand
1532,35.84,Walk,Stand
1533,35.862,Walk,Stand
1534,35.882,Walk,Stand
1535,35.904,Walk,Stand
1536,35.927,Walk,Stand
1537,35.949,Walk,Stand
1538,35.971,Walk,Stand
1539,35.999,Walk,Stand
1540,36.019,Walk,Stand
1541,36.041,Walk,Stand
1542,36.063,Walk,Stand
1543,36.086,Walk,Stand
1544,36.107,Walk,Stand
1545,36.13,Walk,Stand
1546,36.158,Walk,Stand
1547,36.182,Walk,Stand
1548,36.205,Walk,Stand
1549,36.227,Walk,Stand
1550,36.25,Walk,Stand
1551,36.272,Walk,Stand
1552,36.293,Walk,Stand
1553,36.317,Walk,Stand
1554,36.341,Walk,Stand
1555,36.36,Walk,Stand
1556,36.384,Walk,Stand
1557,36.404,Walk,Stand
1558,36.428,Walk,Stand
1559,36.448,Walk,Stand
1560,36.475,Walk,Stand
1561,36.494,Walk,Stand
1562,36.517,Walk,Stand
1563,36.538,Walk,Stand
1564,36.558,Walk,Stand
1565,36.581,Walk,Stand
1566,36.602,Walk,Stand
1567,36.628,Walk,Stand
1568,36.648,Walk,Stand
1569,36.67,Walk,Stand
1570,36.693,Walk,Stand
1571,36.713,Walk,Stand
1572,36.738,Walk,Stand
1573,36.759,Walk,Stand
1574,36.78,Walk,Stand
1575,36.805,Walk,Stand
1576,36.823,Walk,Stand
1577,36.849,Walk,Stand
1578,36.868,Walk,Stand
1579,36.892,Walk,Stand
1580,36.915,Walk,Stand
1581,36.935,Walk,Stand
1582,36.956,Walk,Stand
1583,36.98,Walk,Stand
1584,37,Walk,Stand
1585,37.022,Walk,Stand
1586,37.045,Walk,Stand
1587,37.067,Walk,Stand
1588,37.089,Walk,Stand
1589,37.111,Walk,Stand
1590,37.133,Walk,Stand
1591,37.159,Walk,Stand
1592,37.18,Walk,Stand
1593,37.203,Walk,Stand
1594,37.222,Walk,Stand
1595,37.249,Walk,Stand
1596,37.271,Walk,Stand
1597,37.294,Walk,Stand
1598,37.314,Walk,Stand
1599,37.337,Walk,Stand
1600,37.359,Walk,Stand
1601,37.38,Walk,Stand
1602,37.405,Walk,Stand
1603,37.427,Walk,Stand
1604,37.446,Walk,Stand
1605,37.473,Walk,Stand
1606,37.496,Walk,Stand
1607,37.521,Walk,Stand
1608,37.541,Walk,Stand
1609,37.563,Walk,Stand
1610,37.585,Walk,Stand
1611,37.605,Walk,Stand
1612,37.629,Walk,Stand
1613,37.651,Walk,Stand
1614,37.673,Walk,Stand
1615,37.696,Walk,Stand
1616,37.717,Walk,Stand
1617,37.74,Walk,Stand
1618,37.762,Walk,Stand
1619,37.784,Walk,Stand
1620,37.806,Walk,Stand
1621,37.828,Walk,Stand
1622,37.85,Walk,Stand
1623,37.872,Walk,Stand
1624,37.895,Walk,Stand
1625,37.915,Walk,Stand
1626,37.939,Walk,Stand
1627,37.961,Walk,Stand
1628,37.983,Walk,Stand
1629,38.005,Walk,Stand
1630,38.026,Walk,Stand
1631,38.048,Walk,Stand
1632,38.071,Walk,Stand
1633,38.093,Walk,Stand
1634,38.114,Walk,Stand
1635,38.136,Walk,Stand
1636,38.159,Walk,Stand
1637,38.18,Walk,Stand
1638,38.209,Walk,Stand
1639,38.229,Stand,Stand
1640,38.257,Stand,Stand
1641,38.278,Stand,Stand
1642,38.303,Stand,Stand
1643,38.322,Stand,Stand
1644,38.346,Stand,Stand
1645,38.366,Stand,Stand
1646,38.388,Stand,Stand
1647,38.413,Stand,Stand
1648,38.432,Stand,Stand
1649,38.454,Stand,Stand
1650,38.477,Stand,Stand
1651,38.501,Stand,Stand
1652,38.521,Stand,Stand
1653,38.543,Stand,Stand
1654,38.565,Stand,Stand
1655,38.589,Stand,Stand
1656,38.609,Stand,Stand
1657,38.631,Stand,Stand
1658,38.656,Stand,Stand
1659,38.678,Stand,Stand
1660,38.698,Stand,Stand
1661,38.722,Stand,Stand
1662,38.742,Stand,Stand
1663,38.763,Stand,Stand
1664,38.788,Stand,Stand
1665,38.812,Stand,Stand
1666,38.83,Stand,Stand
1667,38.855,Stand,Stand
1668,38.878,Stand,Stand
1669,38.898,Stand,Stand
1670,38.924,Stand,Stand
1671,38.947,Stand,Stand
1672,38.968,Stand,Stand
1673,38.989,Stand,Stand
1674,39.012,Stand,Stand
1675,39.033,Stand,Stand
1676,39.054,Stand,Stand
1677,39.078,Stand,Stand
1678,39.099,Stand,Stand
1679,39.121,Stand,Stand
1680,39.143,Stand,Stand
1681,39.166,Stand,Stand
1682,39.19,Stand,Stand
1683,39.21,Stand,Stand
1684,39.233,Stand,Stand
1685,39.254,Stand,Stand
1686,39.276,Stand,Stand
1687,39.3,Stand,Stand
1688,39.32,Stand,Stand
1689,39.345,Stand,Stand
1690,39.365,Stand,Stand
1691,39.387,Stand,Stand
1692,39.412,Stand,Stand
1693,39.433,Stand,Stand
1694,39.453,Stand,Stand
1695,39.475,Stand,Stand
1696,39.499,Stand,Stand
1697,39.519,Stand,Stand
1698,39.542,Stand,Stand
1699,39.564,Stand,Stand
1700,39.586,Stand,Stand
1701,39.609,Stand,Stand
1702,39.63,Stand,Stand
1703,39.654,Stand,Stand
1704,39.678,Stand,Stand
1705,39.696,Stand,Stand
1706,39.718,Stand,Stand
1707,39.741,Stand,Stand
1708,39.763,Stand,Stand
1709,39.785,Stand,Stand
1710,39.81,Stand,Stand
1711,39.83,Stand,Stand
1712,39.851,Stand,Stand
1713,39.875,Stand,Stand
1714,39.895,Stand,Stand
1715,39.92,Stand,Stand
1716,39.946,Stand,Stand
1717,39.966,Stand,Stand
1718,39.991,Stand,Stand
1719,40.015,Stand,Stand
1720,40.042,Stand,Stand
1721,40.063,Stand,Stand
1722,40.085,Stand,Stand
1723,40.107,Stand,Stand
1724,40.129,Stand,Stand
1725,40.152,Stand,Stand
1726,40.173,Stand,Stand
1727,40.198,Stand,Stand
1728,40.217,Stand,Stand
1729,40.243,Stand,Stand
1730,40.269,Stand,Stand
1731,40.288,Stand,Stand
1732,40.314,Stand,Stand
1733,40.333,Stand,Stand
1734,40.359,Stand,Stand
1735,40.383,Stand,Stand
1736,40.404,Stand,Stand
1737,40.429,Stand,Stand
1738,40.451,Stand,Stand
1739,40.476,Stand,Stand
1740,40.502,Stand,Stand
1741,40.521,Stand,Stand
1742,40.54,Stand,Stand
1743,40.562,Stand,Stand
1744,40.586,Stand,Stand
1745,40.606,Stand,Stand
1746,40.631,Stand,Stand
1747,40.65,Stand,Stand
1748,40.675,Stand,Stand
1749,40.695,Stand,Stand
1750,40.719,Stand,Stand
1751,40.739,Stand,Stand
1752,40.761,Stand,Stand
1753,40.784,Stand,Stand
1754,40.806,Stand,Stand
1755,40.828,Stand,Stand
1756,40.85,Stand,Stand
1757,40.873,Stand,Stand
1758,40.896,Stand,Stand
1759,40.916,Stand,Stand
1760,40.94,Stand,Stand
1761,40.96,Stand,Stand
1762,40.983,Stand,Stand
1763,41.004,Stand,Stand
1764,41.026,Stand,Stand
1765,41.053,Stand,Stand
1766,41.07,Stand,Stand
1767,41.092,Stand,Stand
1768,41.114,Stand,Stand
1769,41.136,Stand,Stand
1770,41.161,Stand,Stand
1771,41.182,Stand,Stand
1772,41.211,Stand,Stand
1773,41.23,Stand,Stand
1774,41.252,Stand,Stand
1775,41.274,Stand,Stand
1776,41.296,Stand,Stand
1777,41.319,Stand,Stand
1778,41.34,Stand,Stand
1779,41.362,Stand,Stand
1780,41.384,Stand,Stand
1781,41.408,Stand,Stand
1782,41.428,Stand,Stand
1783,41.45,Stand,Stand
1784,41.475,Stand,Stand
1785,41.494,Stand,Stand
1786,41.517,Stand,Stand
1787,41.539,Stand,Stand
1788,41.561,Stand,Stand
1789,41.586,Stand,Stand
1790,41.605,Stand,Stand
1791,41.63,Stand,Stand
1792,41.65,Stand,Stand
1793,41.672,Stand,Stand
1794,41.698,Stand,Stand
1795,41.716,Stand,Stand
1796,41.738,Stand,Stand
1797,41.76,Stand,Stand
1798,41.782,Stand,Stand
1799,41.805,Stand,Stand
1800,41.826,Stand,Stand
1801,41.849,Stand,Stand
1802,41.871,Stand,Stand
1803,41.892,Stand,Stand
1804,41.914,Stand,Stand
1805,41.937,Stand,Stand
1806,41.958,Stand,Stand
1807,41.982,Stand,Stand
1808,42.003,Stand,Stand
1809,42.028,Stand,Stand
1810,42.047,Stand,Stand
1811,42.069,Stand,Stand
1812,42.091,Stand,Stand
1813,42.113,Stand,Stand
1814,42.135,Stand,Stand
1815,42.158,Stand,Stand
1816,42.179,Stand,Stand
1817,42.204,Stand,Stand
1818,42.224,Stand,Stand
1819,42.246,Stand,Stand
1820,42.268,Stand,Stand
1821,42.29,Stand,Stand
1822,42.312,Stand,Stand
1823,42.334,Stand,Stand
1824,42.357,Stand,Stand
1825,42.379,Stand,Stand
1826,42.642,Stand,Stand
1827,42.661,Stand,Stand
1828,42.685,Stand,Stand
1829,42.706,Stand,Stand
1830,42.735,Stand,Stand
1831,42.754,Stand,Stand
1832,42.778,Stand,Stand
1833,42.798,Stand,Stand
1834,42.823,Stand,Stand
1835,42.842,Stand,Stand
1836,42.866,Stand,Stand
1837,42.887,Stand,Stand
1838,42.909,Stand,Stand
1839,42.933,Stand,Stand
1840,42.953,Stand,Stand
1841,42.975,Stand,Stand
1842,42.997,Stand,Stand
1843,43.021,Stand,Stand
1844,43.044,Stand,Stand
1845,43.067,Stand,Stand
1846,43.093,Stand,Stand
1847,43.115,Stand,Stand
1848,43.137,Stand,Stand
1849,43.16,Stand,Stand
1850,43.182,Stand,Stand
1851,43.204,Stand,Stand
1852,43.226,Stand,Stand
1853,43.25,Stand,Stand
1854,43.271,Stand,Stand
1855,43.293,Stand,Stand
1856,43.314,Stand,Stand
1857,43.337,Stand,Stand
1858,43.36,Stand,Stand
1859,43.381,Stand,Stand
1860,43.403,Stand,Stand
1861,43.425,Stand,Stand
1862,43.447,Stand,Stand
1863,43.469,Stand,Stand
1864,43.492,Stand,Stand
1865,43.513,Stand,Stand
1866,43.536,Stand,Stand
1867,43.558,Stand,Stand
1868,43.581,Stand,Stand
1869,43.603,Stand,Stand
1870,43.624,Stand,Stand
1871,43.647,Stand,Stand
1872,43.668,Stand,Stand
1873,43.69,Stand,Stand
1874,43.713,Stand,Stand
1875,43.734,Stand,Stand
1876,43.756,Stand,Stand
1877,43.778,Stand,Stand
1878,43.801,Stand,Stand
1879,43.823,Stand,Stand
1880,44.167,Stand,Stand
1881,44.189,Stand,Stand
1882,44.212,Stand,Stand
1883,44.242,Stand,Stand
1884,44.264,Stand,Stand
1885,44.286,Stand,Stand
1886,44.308,Stand,Stand
1887,44.33,Stand,Stand
1888,44.353,Stand,Stand
1889,44.375,Stand,Stand
1890,44.397,Stand,Stand
1891,44.419,Stand,Stand
1892,44.441,Stand,Stand
1893,44.463,Stand,Stand
1894,44.485,Stand,Stand
1895,44.507,Stand,Stand
1896,44.529,Stand,Stand
1897,44.552,Stand,Stand
1898,44.574,Stand,Stand
1899,44.596,Stand,Stand
1900,44.618,Stand,Stand
1901,44.64,Stand,Stand
1902,44.664,Stand,Stand
1903,44.684,Stand,Stand
1904,44.706,Stand,Stand
1905,44.728,Stand,Stand
1906,44.75,Stand,Stand
1907,44.772,Stand,Stand
1908,44.794,Stand,Stand
1909,44.817,Stand,Stand
1910,44.838,Stand,Stand
1911,44.861,Stand,Stand
1912,44.883,Stand,Stand
1913,44.905,Stand,Stand
